date,Mom   
20170103,  -0.61
20170104,  -0.37
20170105,  -0.60
20170106,  -0.18
20170109,  -0.37
20170110,   0.71
20170111,   0.66
20170112,  -0.54
20170113,   0.17
20170117,  -0.91
20170118,   0.52
20170119,   0.34
20170120,   0.18
20170123,   0.08
20170124,   1.18
20170125,   0.50
20170126,   0.54
20170127,   0.05
20170130,  -0.70
20170131,  -0.67
20170201,   0.48
20170202,  -0.50
20170203,   0.89
20170206,  -0.24
20170207,  -0.24
20170208,  -0.63
20170209,   0.46
20170210,  -0.33
20170213,   0.32
20170214,   0.12
20170215,  -0.24
20170216,  -0.06
20170217,  -0.42
20170221,   0.07
20170222,  -0.07
20170223,  -0.54
20170224,  -0.61
20170227,   0.14
20170228,   0.13
20170301,   1.27
20170302,  -1.15
20170303,   0.64
20170306,   0.02
20170307,   0.10
20170308,  -0.67
20170309,  -0.19
20170310,  -0.19
20170313,   0.54
20170314,  -0.16
20170315,  -0.05
20170316,  -0.18
20170317,   0.13
20170320,  -0.01
20170321,  -1.68
20170322,   0.22
20170323,   0.15
20170324,   0.08
20170327,  -0.32
20170328,   0.38
20170329,  -0.46
20170330,   0.72
20170331,   0.00
20170403,   0.04
20170404,   0.37
20170405,  -0.45
20170406,   0.08
20170407,   0.01
20170410,  -0.90
20170411,   0.13
20170412,  -0.59
20170413,  -0.31
20170417,   0.52
20170418,  -0.02
20170419,   0.20
20170420,   0.41
20170421,   0.18
20170424,   0.94
20170425,   0.12
20170426,  -0.21
20170427,   0.23
20170428,  -0.08
20170501,   0.98
20170502,  -0.59
20170503,  -0.02
20170504,  -0.01
20170505,  -0.30
20170508,   0.01
20170509,   0.05
20170510,   0.05
20170511,   0.13
20170512,   0.31
20170515,   0.07
20170516,   0.83
20170517,  -1.55
20170518,   0.57
20170519,  -0.25
20170522,   0.36
20170523,   0.56
20170524,   0.13
20170525,   0.58
20170526,   0.16
20170530,   0.08
20170531,  -0.02
20170601,  -0.41
20170602,   0.56
20170605,   0.04
20170606,  -0.11
20170607,   1.12
20170608,   0.97
20170609,  -1.60
20170612,  -1.22
20170613,   0.53
20170614,  -0.21
20170615,   0.27
20170616,   0.11
20170619,   0.78
20170620,   0.18
20170621,   0.63
20170622,  -0.53
20170623,  -0.09
20170626,  -0.59
20170627,  -0.32
20170628,   0.90
20170629,  -0.49
20170630,  -0.35
20170703,  -0.59
20170705,   1.44
20170706,   0.74
20170707,   0.83
20170710,   0.41
20170711,   0.01
20170712,   0.32
20170713,  -0.38
20170714,  -0.14
20170717,  -0.17
20170718,   0.45
20170719,  -0.34
20170720,  -0.06
20170721,   0.31
20170724,   0.97
20170725,  -0.68
20170726,  -0.19
20170727,  -1.07
20170728,   0.18
20170731,  -0.04
20170801,   0.62
20170802,   0.64
20170803,   0.29
20170804,   0.02
20170807,   0.41
20170808,   0.57
20170809,  -0.24
20170810,  -0.47
20170811,   0.00
20170814,   1.12
20170815,   0.62
20170816,  -0.03
20170817,  -0.50
20170818,   0.21
20170821,   0.05
20170822,   0.46
20170823,  -0.25
20170824,   0.03
20170825,  -0.44
20170828,   0.41
20170829,   0.23
20170830,   0.54
20170831,   0.02
20170901,  -0.38
20170905,  -0.70
20170906,  -0.77
20170907,   0.03
20170908,   0.45
20170911,   0.31
20170912,  -0.57
20170913,  -0.59
20170914,   0.01
20170915,  -0.23
20170918,   0.48
20170919,   0.75
20170920,  -0.30
20170921,   0.06
20170922,  -0.35
20170925,  -1.47
20170926,  -0.06
20170927,   0.81
20170928,   0.48
20170929,   0.42
20171002,   0.01
20171003,   0.01
20171004,   0.25
20171005,   0.01
20171006,   0.64
20171009,   0.56
20171010,   0.00
20171011,   0.41
20171012,   0.65
20171013,  -0.02
20171016,   0.26
20171017,  -0.22
20171018,   0.19
20171019,  -0.22
20171020,   0.12
20171023,   0.43
20171024,   0.66
20171025,  -0.08
20171026,   0.32
20171027,   0.97
20171030,  -0.17
20171031,   0.39
20171101,  -0.47
20171102,   0.76
20171103,   0.48
20171106,  -0.40
20171107,  -0.26
20171108,  -0.02
20171109,  -0.82
20171110,  -0.12
20171113,   0.83
20171114,   0.93
20171115,  -0.12
20171116,   0.18
20171117,  -1.34
20171120,   0.46
20171121,   0.93
20171122,  -0.88
20171124,   0.50
20171127,   0.15
20171128,  -0.47
20171129,  -2.29
20171130,   0.50
20171201,  -0.46
20171204,  -1.98
20171205,   0.94
20171206,   0.89
20171207,   0.70
20171208,  -0.48
20171211,  -0.28
20171212,  -0.57
20171213,   0.56
20171214,   0.48
20171215,   0.25
20171218,  -0.09
20171219,  -0.07
20171220,  -0.27
20171221,  -0.75
20171222,   0.11
20171226,  -0.40
20171227,   0.60
20171228,  -0.08
20171229,  -0.18
20180102,  -0.64
20180103,   0.22
20180104,  -0.20
20180105,   0.60
20180108,   0.15
20180109,   0.53
20180110,  -0.20
20180111,  -0.29
20180112,   0.00
20180116,  -0.18
20180117,   0.99
20180118,   0.42
20180119,   0.56
20180122,  -0.31
20180123,   0.02
20180124,  -0.18
20180125,   0.62
20180126,   0.60
20180129,  -0.12
20180130,   0.32
20180131,   0.28
20180201,  -0.19
20180202,   0.15
20180205,  -0.23
20180206,   0.78
20180207,   0.15
20180208,  -1.15
20180209,   0.58
20180212,   0.53
20180213,   0.62
20180214,   0.21
20180215,   0.28
20180216,  -0.15
20180220,   0.29
20180221,   0.79
20180222,   0.18
20180223,   0.04
20180226,   0.10
20180227,   0.26
20180228,   0.52
20180301,  -0.81
20180302,  -0.18
20180305,  -0.41
20180306,   0.39
20180307,   0.79
20180308,  -0.11
20180309,   0.64
20180312,  -0.53
20180313,  -0.06
20180314,   0.33
20180315,   0.27
20180316,  -0.43
20180319,   0.45
20180320,   1.29
20180321,  -0.30
20180322,  -0.97
20180323,  -0.33
20180326,   1.30
20180327,  -1.83
20180328,  -1.19
20180329,   0.60
20180402,  -0.17
20180403,  -0.17
20180404,   0.09
20180405,  -0.36
20180406,  -0.58
20180409,   0.59
20180410,   0.38
20180411,  -0.53
20180412,   1.26
20180413,  -0.80
20180416,  -0.02
20180417,   1.08
20180418,   0.04
20180419,   0.63
20180420,   0.05
20180423,  -0.29
20180424,  -1.03
20180425,  -0.62
20180426,   1.00
20180427,   0.29
20180430,   0.23
20180501,   0.43
20180502,   0.40
20180503,   0.89
20180504,  -0.40
20180507,   0.38
20180508,   0.48
20180509,   0.22
20180510,  -0.16
20180511,   0.14
20180514,  -0.36
20180515,  -0.10
20180516,  -0.02
20180517,   0.22
20180518,   0.63
20180521,   0.24
20180522,  -0.25
20180523,   0.41
20180524,   0.14
20180525,  -0.57
20180529,  -0.08
20180530,   0.25
20180531,   0.39
20180601,   0.63
20180604,   0.14
20180605,   0.36
20180606,   0.03
20180607,  -0.90
20180608,  -0.10
20180611,  -0.62
20180612,   0.15
20180613,   0.23
20180614,  -0.23
20180615,  -0.88
20180618,   0.73
20180619,  -0.66
20180620,   0.32
20180621,  -0.34
20180622,  -0.63
20180625,  -1.13
20180626,   0.45
20180627,  -0.33
20180628,   0.49
20180629,  -0.02
20180702,   0.57
20180703,  -0.64
20180705,  -0.32
20180706,   0.09
20180709,   0.48
20180710,  -0.21
20180711,   0.01
20180712,   0.54
20180713,   0.20
20180716,   0.39
20180717,   0.40
20180718,   0.38
20180719,  -0.08
20180720,   0.26
20180723,   0.38
20180724,  -0.37
20180725,   1.13
20180726,  -1.00
20180727,  -1.33
20180730,  -1.41
20180731,   0.09
20180801,   1.10
20180802,   0.83
20180803,  -0.81
20180806,   0.36
20180807,   0.31
20180808,   0.35
20180809,   0.08
20180810,   0.71
20180813,  -0.03
20180814,   0.37
20180815,  -1.10
20180816,  -0.37
20180817,  -0.34
20180820,   0.15
20180821,   0.16
20180822,   0.97
20180823,   0.62
20180824,   0.29
20180827,   0.03
20180828,   0.20
20180829,   0.44
20180830,   0.30
20180831,   0.30
20180904,   0.73
20180905,  -1.47
20180906,   0.01
20180907,  -0.18
20180910,   0.07
20180911,   0.80
20180912,  -0.86
20180913,   0.20
20180914,  -0.17
20180917,  -1.35
20180918,   0.38
20180919,  -1.11
20180920,  -0.19
20180921,  -0.32
20180924,   1.36
20180925,   1.26
20180926,   0.13
20180927,   0.23
20180928,   0.28
20181001,  -0.12
20181002,  -1.11
20181003,   0.14
20181004,  -0.84
20181005,   0.06
20181008,  -1.25
20181009,   0.45
20181010,  -1.61
20181011,   0.44
20181012,   1.77
20181015,  -0.96
20181016,   0.99
20181017,  -0.17
20181018,  -0.14
20181019,  -0.55
20181022,   1.23
20181023,  -0.36
20181024,  -0.41
20181025,   1.02
20181026,  -0.14
20181029,  -1.12
20181030,   0.04
20181031,   0.77
20181101,  -0.98
20181102,  -0.12
20181105,  -0.13
20181106,  -0.10
20181107,   1.70
20181108,   0.43
20181109,   0.04
20181112,  -0.26
20181113,  -0.90
20181114,  -0.67
20181115,   0.61
20181116,   0.06
20181119,  -1.02
20181120,  -0.71
20181121,  -0.19
20181123,   0.08
20181126,   0.10
20181127,   0.57
20181128,   1.00
20181129,   0.28
20181130,  -0.28
20181203,   0.23
20181204,   0.68
20181206,   0.50
20181207,  -0.53
20181210,   0.76
20181211,   0.73
20181212,  -0.06
20181213,   0.50
20181214,  -0.49
20181217,  -0.99
20181218,   0.28
20181219,   0.67
20181220,  -0.49
20181221,   0.40
20181224,  -0.22
20181226,   0.06
20181227,   0.23
20181228,   0.14
20181231,   0.64
20190102,  -2.29
20190103,  -0.77
20190104,  -0.96
20190107,  -0.78
20190108,   0.12
20190109,  -0.81
20190110,  -0.38
20190111,  -0.21
20190114,  -0.59
20190115,   1.15
20190116,  -0.77
20190117,  -0.21
20190118,  -0.84
20190122,   0.94
20190123,   0.98
20190124,  -1.03
20190125,  -1.37
20190128,  -0.11
20190129,  -0.27
20190130,   0.08
20190131,   0.34
20190201,  -0.54
20190204,  -0.14
20190205,   0.10
20190206,  -0.30
20190207,   0.69
20190208,   0.73
20190211,  -0.11
20190212,  -0.52
20190213,  -0.39
20190214,   0.18
20190215,  -0.48
20190219,  -0.41
20190220,  -0.40
20190221,   0.44
20190222,   0.25
20190225,  -0.63
20190226,   0.24
20190227,   0.47
20190228,   0.69
20190301,  -0.23
20190304,  -0.51
20190305,   0.48
20190306,   0.76
20190307,   0.50
20190308,   0.13
20190311,  -0.34
20190312,  -0.06
20190313,  -0.21
20190314,   0.22
20190315,  -0.17
20190318,  -0.59
20190319,   0.48
20190320,   0.57
20190321,  -0.01
20190322,   1.01
20190325,   0.65
20190326,  -0.46
20190327,  -0.37
20190328,  -0.18
20190329,  -0.02
20190401,  -0.96
20190402,   0.19
20190403,  -0.10
20190404,  -1.32
20190405,  -0.66
20190408,  -0.18
20190409,   0.98
20190410,  -0.20
20190411,  -0.12
20190412,  -1.08
20190415,   0.81
20190416,  -0.88
20190417,  -0.84
20190418,  -0.05
20190422,   0.24
20190423,   0.25
20190424,   0.40
20190425,   1.38
20190426,   0.12
20190429,  -0.45
20190430,   0.33
20190501,   0.48
20190502,   0.47
20190503,  -0.24
20190506,   0.28
20190507,   0.27
20190508,   0.14
20190509,   0.61
20190510,   0.60
20190513,   0.98
20190514,  -0.54
20190515,   0.39
20190516,   0.46
20190517,   0.46
20190520,   0.36
20190521,  -0.64
20190522,   1.32
20190523,   1.17
20190524,   0.04
20190528,   1.06
20190529,  -0.42
20190530,   1.41
20190531,   0.59
20190603,  -0.60
20190604,  -1.15
20190605,   1.68
20190606,   0.66
20190607,   0.37
20190610,  -0.36
20190611,  -0.50
20190612,   1.48
20190613,  -1.41
20190614,   0.92
20190617,  -0.27
20190618,  -0.99
20190619,   0.78
20190620,  -0.38
20190621,  -0.09
20190624,   0.70
20190625,  -0.39
20190626,  -1.93
20190627,  -0.03
20190628,  -0.55
20190701,   0.39
20190702,   1.83
20190703,   0.25
20190705,  -0.28
20190708,   0.66
20190709,   0.32
20190710,  -0.10
20190711,   0.28
20190712,  -0.93
20190715,   0.73
20190716,   0.02
20190717,   0.87
20190718,   0.29
20190719,  -1.00
20190722,   0.21
20190723,  -0.80
20190724,  -0.75
20190725,   1.54
20190726,   0.25
20190729,   0.44
20190730,  -1.37
20190731,   0.13
20190801,   2.47
20190802,   0.22
20190805,   0.41
20190806,   1.04
20190807,   0.37
20190808,   0.27
20190809,   1.00
20190812,   0.56
20190813,   0.04
20190814,   1.31
20190815,   1.20
20190816,  -1.09
20190819,  -1.16
20190820,   0.43
20190821,  -0.08
20190822,  -0.05
20190823,   0.95
20190826,   0.41
20190827,   0.91
20190828,  -0.88
20190829,  -0.93
20190830,  -0.27
20190903,   0.55
20190904,  -0.91
20190905,  -2.00
20190906,  -0.39
20190909,  -3.83
20190910,  -3.16
20190911,  -0.44
20190912,   0.99
20190913,  -0.70
20190916,  -1.86
20190917,   2.37
20190918,   1.02
20190919,   0.57
20190920,   0.03
20190923,  -0.18
20190924,   1.14
20190925,  -0.64
20190926,   0.81
20190927,  -0.72
20190930,   0.20
20191001,   1.16
20191002,   0.82
20191003,  -0.23
20191004,   0.92
20191007,  -0.13
20191008,   0.63
20191009,   0.49
20191010,  -0.38
20191011,  -1.15
20191014,   0.17
20191015,  -0.25
20191016,  -0.14
20191017,  -0.15
20191018,   0.45
20191021,  -0.47
20191022,  -2.07
20191023,  -0.61
20191024,   1.07
20191025,  -0.82
20191028,  -0.18
20191029,  -0.08
20191030,   0.96
20191031,   0.52
20191101,  -1.80
20191104,  -2.60
20191105,  -0.76
20191106,   0.99
20191107,  -1.17
20191108,  -0.17
20191111,   0.79
20191112,   0.53
20191113,   1.05
20191114,   0.50
20191115,  -0.52
20191118,   0.91
20191119,   0.49
20191120,   0.02
20191121,  -0.95
20191122,  -0.99
20191125,  -0.36
20191126,   0.87
20191127,  -0.22
20191129,  -0.01
20191202,  -0.40
20191203,   0.50
20191204,  -0.30
20191205,   0.58
20191206,  -0.76
20191209,  -0.31
20191210,  -0.03
20191211,   0.45
20191212,  -0.86
20191213,   0.76
20191216,  -0.47
20191217,  -0.09
20191218,  -0.29
20191219,  -0.23
20191220,   0.23
20191223,  -0.69
20191224,   0.16
20191226,   0.30
20191227,   0.37
20191230,   0.05
20191231,  -0.46
20200102,   0.82
20200103,   0.04
20200106,  -0.69
20200107,   0.01
20200108,   0.92
20200109,   0.73
20200110,   0.19
20200113,   0.65
20200114,  -0.92
20200115,   0.14
20200116,   0.15
20200117,   0.86
20200121,   0.81
20200122,   0.60
20200123,   0.26
20200124,   0.49
20200127,   0.48
20200128,   0.81
20200129,   0.60
20200130,   0.52
20200131,  -0.30
20200203,   0.25
20200204,  -0.09
20200205,  -1.73
20200206,   0.44
20200207,   0.39
20200210,   0.97
20200211,  -1.06
20200212,  -0.41
20200213,   0.66
20200214,   0.52
20200218,   0.26
20200219,  -0.05
20200220,  -0.53
20200221,  -0.22
20200224,   0.59
20200225,   0.75
20200226,   1.17
20200227,  -0.19
20200228,  -0.41
20200302,   1.91
20200303,   0.82
20200304,   1.08
20200305,   0.46
20200306,   0.46
20200309,   3.22
20200310,   0.57
20200311,   0.32
20200312,   0.22
20200313,  -1.15
20200316,  -2.33
20200317,   1.22
20200318,  -0.85
20200319,   0.31
20200320,  -0.74
20200323,   1.59
20200324,   0.17
20200325,  -0.26
20200326,   0.46
20200327,   0.96
20200330,   1.85
20200331,  -1.08
20200401,   0.16
20200402,  -0.92
20200403,  -0.20
20200406,  -0.36
20200407,  -1.78
20200408,  -2.09
20200409,  -0.77
20200413,   0.88
20200414,   2.06
20200415,   2.32
20200416,   3.88
20200417,  -5.41
20200420,   1.51
20200421,  -0.36
20200422,   0.41
20200423,  -2.36
20200424,   0.34
20200427,  -2.42
20200428,  -3.31
20200429,  -4.75
20200430,   0.91
20200501,   2.84
20200504,   0.19
20200505,   2.17
20200506,   2.15
20200507,  -2.16
20200508,  -3.45
20200511,   2.47
20200512,   0.96
20200513,   3.14
20200514,  -0.95
20200515,   0.66
20200518,  -6.11
20200519,   1.12
20200520,  -1.45
20200521,  -1.21
20200522,   0.79
20200526,  -4.74
20200527,  -2.52
20200528,   2.21
20200529,   2.32
20200601,  -2.02
20200602,  -1.31
20200603,  -4.83
20200604,  -3.43
20200605,  -5.05
20200608,  -4.97
20200609,   4.21
20200610,   5.93
20200611,   5.09
20200612,  -3.89
20200615,   0.71
20200616,  -0.89
20200617,   2.82
20200618,  -0.09
20200619,   1.13
20200622,   1.43
20200623,   0.28
20200624,   2.97
20200625,  -0.50
20200626,   1.29
20200629,  -2.64
20200630,   1.19
20200701,   2.01
20200702,   0.20
20200706,  -0.06
20200707,   2.66
20200708,   0.72
20200709,   2.99
20200710,  -2.77
20200713,  -1.34
20200714,   0.74
20200715,  -3.46
20200716,   0.40
20200717,   1.85
20200720,   3.00
20200721,  -3.68
20200722,   0.56
20200723,  -1.80
20200724,  -0.05
20200727,   2.22
20200728,  -0.82
20200729,  -0.83
20200730,   2.45
20200731,   1.14
20200803,   1.77
20200804,  -0.93
20200805,  -1.28
20200806,   0.41
20200807,  -2.08
20200810,  -2.79
20200811,  -2.19
20200812,   1.86
20200813,   1.56
20200814,  -1.20
20200817,   2.33
20200818,   1.71
20200819,   0.05
20200820,   1.41
20200821,   0.81
20200824,  -3.31
20200825,   1.06
20200826,   2.25
20200827,  -2.15
20200828,  -0.91
20200831,   1.79
20200901,   1.29
20200902,  -0.28
20200903,  -3.56
20200904,  -2.28
20200908,  -0.11
20200909,   3.03
20200910,   0.36
20200911,  -0.44
20200914,  -0.08
20200915,   1.14
20200916,  -2.50
20200917,  -0.49
20200918,   0.95
20200921,   2.96
20200922,   1.91
20200923,   0.28
20200924,  -0.03
20200925,   0.74
20200928,  -0.78
20200929,   1.64
20200930,   0.17
20201001,   1.13
20201002,  -2.70
20201005,   0.63
20201006,  -0.10
20201007,   0.12
20201008,  -1.90
20201009,   2.00
20201012,   0.35
20201013,   2.33
20201014,  -0.37
20201015,  -0.97
20201016,   0.06
20201019,  -0.34
20201020,  -1.17
20201021,  -0.47
20201022,  -2.77
20201023,   0.10
20201026,   1.07
20201027,   2.74
20201028,   0.19
20201029,  -1.14
20201030,  -2.33
20201102,  -1.39
20201103,   0.20
20201104,   4.89
20201105,  -0.15
20201106,   1.05
20201109, -14.34
20201110,  -1.88
20201111,   3.32
20201112,   1.86
20201113,  -2.14
20201116,  -3.30
20201117,  -0.25
20201118,   0.26
20201119,   0.36
20201120,   0.69
20201123,  -2.69
20201124,  -3.85
20201125,   1.55
20201127,   1.79
20201130,   3.04
20201201,  -0.81
20201202,  -2.20
20201203,  -0.55
20201204,  -1.81
20201207,   1.52
20201208,   0.11
20201209,  -1.36
20201210,  -0.17
20201211,   0.64
20201214,   1.02
20201215,  -0.33
20201216,   0.61
20201217,   1.21
20201218,   1.09
20201221,   1.15
20201222,   1.86
20201223,  -2.21
20201224,   0.20
20201228,  -0.48
20201229,  -0.41
